CPF,Matéria,Pontuação_aluno,Percentual_Acerto,Comparação Média
9510.776.144-85,Matemática,1,0.1111111111111111,Abaixo da Média
9510.776.144-85,Português ,4,0.3333333333333333,Acima da Média
9510.776.144-85,Química ,2,0.2857142857142857,Acima da Média
954.023.248-72,Física,2,0.2857142857142857,Acima da Média
954.023.248-72,Geografia ,4,0.5714285714285714,Acima da Média
954.023.248-72,História ,2,0.3333333333333333,Acima da Média
954.023.248-72,Inglês,1,0.2,Acima da Média
954.023.248-72,Interdisciplinar ,1,0.14285714285714285,Abaixo da Média
954.023.248-72,Matemática,3,0.3333333333333333,Acima da Média
954.023.248-72,Português ,3,0.25,Acima da Média
954.023.248-72,Química ,0,0.0,Abaixo da Média
954.364.444-77,Física,1,0.14285714285714285,Abaixo da Média
954.364.444-77,Geografia ,0,0.0,Abaixo da Média
954.364.444-77,História ,0,0.0,Abaixo da Média
954.364.444-77,Inglês,3,0.6000000000000001,Acima da Média
954.364.444-77,Interdisciplinar ,2,0.2857142857142857,Acima da Média
954.364.444-77,Matemática,3,0.3333333333333333,Acima da Média
954.364.444-77,Português ,1,0.08333333333333333,Abaixo da Média
954.364.444-77,Química ,1,0.14285714285714285,Abaixo da Média
954.485.258-27,Física,1,0.14285714285714285,Abaixo da Média
954.485.258-27,Geografia ,1,0.14285714285714285,Abaixo da Média
954.485.258-27,História ,1,0.16666666666666666,Abaixo da Média
954.485.258-27,Inglês,0,0.0,Abaixo da Média
954.485.258-27,Interdisciplinar ,2,0.2857142857142857,Acima da Média
954.485.258-27,Matemática,2,0.2222222222222222,Acima da Média
954.485.258-27,Português ,2,0.16666666666666666,Abaixo da Média
954.485.258-27,Química ,1,0.14285714285714285,Abaixo da Média
966.187.877-17,Física,4,0.5714285714285714,Acima da Média
966.187.877-17,Geografia ,1,0.14285714285714285,Abaixo da Média
966.187.877-17,História ,0,0.0,Abaixo da Média
966.187.877-17,Inglês,0,0.0,Abaixo da Média
966.187.877-17,Interdisciplinar ,2,0.2857142857142857,Acima da Média
966.187.877-17,Matemática,2,0.2222222222222222,Acima da Média
966.187.877-17,Português ,1,0.08333333333333333,Abaixo da Média
966.187.877-17,Química ,1,0.14285714285714285,Abaixo da Média
9710.773.1042-63,Física,2,0.2857142857142857,Acima da Média
9710.773.1042-63,Geografia ,1,0.14285714285714285,Abaixo da Média
9710.773.1042-63,História ,1,0.16666666666666666,Abaixo da Média
9710.773.1042-63,Inglês,2,0.4,Acima da Média
9710.773.1042-63,Interdisciplinar ,0,0.0,Abaixo da Média
9710.773.1042-63,Matemática,3,0.3333333333333333,Acima da Média
9710.773.1042-63,Português ,2,0.16666666666666666,Abaixo da Média
9710.773.1042-63,Química ,1,0.14285714285714285,Abaixo da Média
973.700.662-92,Física,3,0.42857142857142855,Acima da Média
973.700.662-92,Geografia ,1,0.14285714285714285,Abaixo da Média
973.700.662-92,História ,1,0.16666666666666666,Abaixo da Média
973.700.662-92,Inglês,1,0.2,Acima da Média
973.700.662-92,Interdisciplinar ,1,0.14285714285714285,Abaixo da Média
973.700.662-92,Matemática,1,0.1111111111111111,Abaixo da Média
973.700.662-92,Português ,5,0.41666666666666663,Acima da Média
973.700.662-92,Química ,2,0.2857142857142857,Acima da Média
984.145.383-61,Física,2,0.2857142857142857,Acima da Média
984.145.383-61,Geografia ,1,0.14285714285714285,Abaixo da Média
984.145.383-61,História ,2,0.3333333333333333,Acima da Média
984.145.383-61,Inglês,0,0.0,Abaixo da Média
984.145.383-61,Interdisciplinar ,0,0.0,Abaixo da Média
984.145.383-61,Matemática,3,0.3333333333333333,Acima da Média
984.145.383-61,Português ,1,0.08333333333333333,Abaixo da Média
984.145.383-61,Química ,2,0.2857142857142857,Acima da Média
996.133.646-85,Física,2,0.2857142857142857,Acima da Média
996.133.646-85,Geografia ,1,0.14285714285714285,Abaixo da Média
996.133.646-85,História ,1,0.16666666666666666,Abaixo da Média
996.133.646-85,Inglês,0,0.0,Abaixo da Média
996.133.646-85,Interdisciplinar ,1,0.14285714285714285,Abaixo da Média
996.133.646-85,Matemática,1,0.1111111111111111,Abaixo da Média
996.133.646-85,Português ,3,0.25,Acima da Média
996.133.646-85,Química ,2,0.2857142857142857,Acima da Média
